household_key,recency,frequency,monetary,avg_basket_value,total_quantity,avg_quantity,total_discount,discount_rate,unique_products,shopping_days,spend_per_day,coupon_redemptions,coupon_rate,classification_1,classification_2,classification_3,HOMEOWNER_DESC,classification_5,classification_4,KID_CATEGORY_DESC,campaigns_received,campaign_types,coupon_redeemer,campaign_rate,coupon_per_campaign,unique_departments,unique_categories,unique_brands,category_diversity
2025,26,33,1119.54,33.92545454545454,151530,4591.818181818182,116.61,0.10415885095664291,210,31,36.11419354838709,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,3.0,0,0.15151515151515152,0.0,18.0,169.0,2.0,5.121212121212121
2026,36,18,1181.63,65.64611111111111,722,40.111111111111114,654.05,0.5535150597056607,292,16,73.851875,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,85.0,2.0,4.722222222222222
2027,21,133,1915.28,14.400601503759399,1029,7.7368421052631575,505.75,0.26406060732634395,492,112,17.100714285714286,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,13.0,87.0,2.0,0.6541353383458647
2028,18,91,1984.73,21.810219780219782,5114,56.1978021978022,319.83,0.1611453447068367,382,86,23.07825581395349,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,1.0,0,0.04395604395604396,0.0,11.0,124.0,2.0,1.3626373626373627
2029,40,46,1688.9,36.71521739130435,609,13.23913043478261,364.8,0.2159985789567174,337,44,38.38409090909091,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,98.0,2.0,2.130434782608696
2030,1,90,2628.1,29.20111111111111,18944,210.48888888888888,450.93,0.17158022906282105,702,84,31.28690476190476,0.0,0.0,Age Group3,Z,Level6,Homeowner,Group3,1,None/Unknown,2.0,2.0,0,0.022222222222222223,0.0,14.0,91.0,2.0,1.011111111111111
2031,28,15,306.37,20.424666666666667,196,13.066666666666666,52.9,0.17266703658974442,120,11,27.85181818181818,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,2.0,0,0.3333333333333333,0.0,16.0,149.0,2.0,9.933333333333334
2032,7,66,1274.78,19.314848484848483,54904,831.8787878787879,140.17,0.10995622774125731,162,61,20.898032786885246,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,7.0,51.0,2.0,0.7727272727272727
2033,0,109,2512.78,23.053027522935782,155622,1427.7247706422017,226.89,0.09029441495077165,418,91,27.612967032967035,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.009174311926605505,0.0,12.0,79.0,2.0,0.7247706422018348
2034,0,140,3118.35,22.27392857142857,208720,1490.857142857143,645.68,0.20705821989193002,668,119,26.204621848739496,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.007142857142857143,0.0,14.0,132.0,2.0,0.9428571428571428
2035,69,68,1083.6200000000001,15.93558823529412,658,9.676470588235293,293.72,0.2710544286742585,332,51,21.24745098039216,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,0,0.029411764705882353,0.0,14.0,117.0,2.0,1.7205882352941178
2036,2,49,4064.45,82.94795918367346,17855,364.38775510204084,407.37,0.10022758306781976,685,47,86.47765957446808,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.02040816326530612,0.0,12.0,107.0,2.0,2.183673469387755
2037,13,97,1743.97,17.979072164948455,894,9.216494845360824,317.27,0.1819240009862555,404,88,19.817840909090908,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,0,0.020618556701030927,0.0,18.0,151.0,2.0,1.556701030927835
2038,8,59,1489.8,25.250847457627117,63815,1081.6101694915253,285.22,0.19144851657940665,278,58,25.686206896551724,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.06779661016949153,0.0,10.0,115.0,2.0,1.9491525423728813
2039,1,74,2260.46,30.546756756756757,59000,797.2972972972973,504.85,0.2233394972704671,471,53,42.65018867924528,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,89.0,2.0,1.2027027027027026
2040,12,422,2968.51,7.034383886255925,139750,331.1611374407583,581.8100000000001,0.19599394982668072,577,240,12.368791666666668,0.0,0.0,Age Group2,Y,Level3,Homeowner,Group2,1,None/Unknown,1.0,1.0,0,0.002369668246445498,0.0,12.0,113.0,2.0,0.2677725118483412
2041,1,152,6406.99,42.15125,171837,1130.5065789473683,1052.28,0.16423936981328205,859,126,50.84912698412698,1.0,0.006578947368421052,Age Group3,Z,Level4,Renter,Group5,2,None/Unknown,0.0,0.0,1,0.0,0.0,13.0,124.0,2.0,0.8157894736842105
2042,28,29,4809.05,165.8293103448276,33007,1138.1724137931035,868.52,0.180601158232915,604,27,178.11296296296297,5.0,0.1724137931034483,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,1.0,1,0.10344827586206896,1.6666666666666667,13.0,142.0,2.0,4.896551724137931
2043,7,65,1640.79,25.242923076923077,10295,158.3846153846154,332.25,0.2024939206114128,451,61,26.898196721311475,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,3.0,0,0.06153846153846154,0.0,14.0,129.0,2.0,1.9846153846153847
2044,62,49,1000.84,20.42530612244898,413,8.428571428571429,115.26,0.11516326285919827,268,47,21.294468085106384,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.02040816326530612,0.0,11.0,119.0,2.0,2.4285714285714284
2045,114,19,310.64,16.349473684210526,13893,731.2105263157895,33.8,0.10880762297192892,86,19,16.349473684210526,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,0,0.10526315789473684,0.0,13.0,93.0,2.0,4.894736842105263
2046,21,48,638.8,13.308333333333332,16367,340.9791666666667,82.79,0.1296023794614903,160,45,14.195555555555554,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,45.0,2.0,0.9375
2047,14,119,4816.35,40.47352941176471,398288,3346.9579831932774,788.88,0.16379208321654362,997,89,54.11629213483147,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.008403361344537815,0.0,12.0,79.0,2.0,0.6638655462184874
2048,26,47,1538.46,32.7331914893617,65575,1395.212765957447,182.62,0.1187031187031187,252,28,54.945,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,2.0,0,0.10638297872340426,0.0,19.0,170.0,2.0,3.617021276595745
2049,2,36,998.12,27.725555555555555,390,10.833333333333334,183.93,0.1842764397066485,235,34,29.356470588235293,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,12.0,100.0,2.0,2.7777777777777777
2050,3,160,5193.22,32.457625,395770,2473.5625,1014.32,0.1953162007386554,877,146,35.57,0.0,0.0,Age Group3,X,Level3,Homeowner,Group4,5+,3+,0.0,0.0,0,0.0,0.0,9.0,91.0,2.0,0.56875
2051,249,288,4923.16,17.094305555555554,250384,869.3888888888889,577.62,0.11732708260548104,644,189,26.04846560846561,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,1.0,0,0.017361111111111112,0.0,15.0,163.0,2.0,0.5659722222222222
2052,120,6,131.83,21.971666666666668,68,11.333333333333334,40.38,0.30630357278312975,51,6,21.971666666666668,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.0,2.0,0,1.0,0.0,14.0,138.0,2.0,23.0
2053,11,165,3351.34,20.311151515151515,44566,270.0969696969697,625.07,0.18651345431976463,598,138,24.285072463768117,0.0,0.0,Age Group4,X,Level2,Homeowner,Group5,2,None/Unknown,0.0,0.0,0,0.0,0.0,5.0,30.0,2.0,0.18181818181818182
2054,4,26,217.6,8.36923076923077,110,4.230769230769231,171.02,0.7859375000000001,66,25,8.704,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,2.0,0,0.19230769230769232,0.0,14.0,132.0,2.0,5.076923076923077
2055,0,133,2408.7400000000002,18.110827067669174,32010,240.6766917293233,304.45,0.1263938822787017,443,125,19.269920000000003,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,7.0,32.0,2.0,0.24060150375939848
2056,0,108,2450.8,22.692592592592593,929,8.601851851851851,414.28,0.16903868124693974,502,70,35.011428571428574,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,2.0,0,0.027777777777777776,0.0,12.0,126.0,2.0,1.1666666666666667
2057,0,125,3150.45,25.203599999999998,307581,2460.648,709.07,0.2250694345252266,689,107,29.44345794392523,1.0,0.008,Age Group3,X,Level4,Homeowner,Group5,2,None/Unknown,3.0,3.0,1,0.024,0.3333333333333333,16.0,140.0,2.0,1.12
2058,0,167,5970.57,35.75191616766467,138770,830.9580838323353,520.63,0.08719937962372103,790,150,39.803799999999995,0.0,0.0,Age Group2,Z,Level8,Homeowner,Group5,2,None/Unknown,2.0,1.0,0,0.011976047904191617,0.0,13.0,139.0,2.0,0.8323353293413174
2059,1,54,2359.12,43.687407407407406,25283,468.2037037037037,481.69,0.2041820678897216,534,48,49.14833333333333,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7.0,2.0,0,0.12962962962962962,0.0,19.0,175.0,2.0,3.240740740740741
2060,15,32,629.9,19.684375,31540,985.625,61.19,0.09714240355612001,109,31,20.31935483870968,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.03125,0.0,14.0,149.0,2.0,4.65625
2061,66,18,226.71,12.595,97,5.388888888888889,40.93,0.18053901460014996,73,18,12.595,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,48.0,2.0,2.6666666666666665
2062,5,220,5357.62,24.352818181818183,54586,248.11818181818182,1641.34,0.30635618054285296,1081,174,30.790919540229883,7.0,0.031818181818181815,Age Group2,Y,Level3,Unknown,Group5,2,None/Unknown,0.0,0.0,1,0.0,0.0,8.0,45.0,2.0,0.20454545454545456
2063,5,81,2591.43,31.99296296296296,1340,16.54320987654321,529.5600000000001,0.204350493742837,432,79,32.80291139240506,0.0,0.0,Age Group5,X,Level6,Homeowner,Group5,2,None/Unknown,6.0,3.0,0,0.07407407407407407,0.0,18.0,175.0,2.0,2.1604938271604937
2064,0,271,5424.85,20.017896678966792,22382,82.59040590405904,584.7,0.10778178198475534,1140,222,24.43626126126126,2.0,0.007380073800738007,Age Group1,Y,Level5,Unknown,Group3,1,None/Unknown,2.0,1.0,1,0.007380073800738007,1.0,14.0,103.0,2.0,0.3800738007380074
2065,2,89,3268.33,36.722808988764044,1358,15.258426966292134,637.25,0.1949772513791447,739,84,38.90869047619047,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,1.0,0,0.033707865168539325,0.0,17.0,180.0,2.0,2.0224719101123596
2066,1,112,2141.78,19.123035714285717,19031,169.91964285714286,567.74,0.265078579499295,404,86,24.904418604651166,1.0,0.008928571428571428,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,3.0,1,0.026785714285714284,0.3333333333333333,13.0,127.0,2.0,1.1339285714285714
2067,9,6,120.01,20.00166666666667,76,12.666666666666666,16.04,0.13365552870594116,52,5,24.002000000000002,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,2.0,0,0.8333333333333334,0.0,11.0,112.0,2.0,18.666666666666668
2068,15,108,2561.4,23.71666666666667,33021,305.75,720.52,0.2812992894510814,755,101,25.360396039603962,0.0,0.0,Age Group5,X,Level5,Homeowner,Group3,2,None/Unknown,0.0,0.0,0,0.0,0.0,6.0,35.0,2.0,0.32407407407407407
2069,17,89,2068.17,23.237865168539326,3381,37.98876404494382,301.64,0.14584874550931498,540,73,28.33109589041096,0.0,0.0,Age Group3,Y,Level2,Unknown,Group3,1,None/Unknown,4.0,2.0,0,0.0449438202247191,0.0,16.0,148.0,2.0,1.6629213483146068
2070,1,635,9210.42,14.50459842519685,122835,193.44094488188978,2206.18,0.23953087915643367,1646,363,25.37305785123967,0.0,0.0,Age Group4,Y,Level5,Unknown,Group6,1,None/Unknown,3.0,1.0,0,0.004724409448818898,0.0,13.0,138.0,2.0,0.2173228346456693
2071,0,215,1732.97,8.060325581395348,761,3.5395348837209304,362.63,0.2092534781329163,370,154,11.253051948051949,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7.0,3.0,0,0.03255813953488372,0.0,20.0,199.0,2.0,0.9255813953488372
2072,35,12,278.28,23.189999999999998,178,14.833333333333334,65.99,0.23713525945091277,120,11,25.298181818181817,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,0,0.16666666666666666,0.0,10.0,102.0,2.0,8.5
2073,128,72,1697.23,23.57263888888889,114970,1596.8055555555557,496.33,0.2924353210819983,422,58,29.26258620689655,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,7.0,53.0,2.0,0.7361111111111112
2074,66,29,678.72,23.404137931034484,3941,135.89655172413794,147.29,0.21701143328618575,201,28,24.240000000000002,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,11.0,83.0,2.0,2.8620689655172415
2075,0,155,4736.51,30.558129032258066,169218,1091.7290322580645,969.76,0.20474146576276625,960,115,41.18704347826087,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.0064516129032258064,0.0,11.0,88.0,2.0,0.567741935483871
2076,6,252,8297.94,32.928333333333335,682151,2706.9484126984125,1068.15,0.12872471962920917,986,207,40.086666666666666,0.0,0.0,Age Group2,X,Level7,Homeowner,Group4,3,1,4.0,2.0,0,0.015873015873015872,0.0,15.0,155.0,2.0,0.6150793650793651
2077,13,109,1835.18,16.83651376146789,82476,756.6605504587156,203.9,0.11110626750509486,350,89,20.62,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10.0,3.0,0,0.09174311926605505,0.0,19.0,169.0,2.0,1.5504587155963303
2078,1,92,2323.92,25.26,143234,1556.891304347826,378.67,0.16294450755619816,343,65,35.75261538461539,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,18.0,116.0,2.0,1.2608695652173914
2079,13,120,4802.87,40.023916666666665,9783,81.525,717.45,0.14937943354702501,678,95,50.55652631578947,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,2.0,0,0.041666666666666664,0.0,13.0,97.0,2.0,0.8083333333333333
2080,0,130,5704.14,43.878,77840,598.7692307692307,858.97,0.15058711742699163,655,94,60.68234042553192,3.0,0.023076923076923078,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7.0,2.0,1,0.05384615384615385,0.42857142857142855,19.0,141.0,2.0,1.0846153846153845
2081,32,35,921.84,26.338285714285714,492,14.057142857142857,191.22,0.20743296016662327,197,31,29.73677419354839,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,8.0,2.0,0,0.22857142857142856,0.0,14.0,126.0,2.0,3.6
2082,0,191,5082.41,26.609476439790576,456309,2389.0523560209426,981.97,0.1932095206801498,825,157,32.37203821656051,3.0,0.015706806282722512,Age Group4,X,Level1,Homeowner,Group4,3,1,1.0,1.0,1,0.005235602094240838,3.0,11.0,79.0,2.0,0.41361256544502617
2083,0,383,8308.39,21.692924281984332,368048,960.9608355091384,1195.81,0.14392800530548036,1013,297,27.9743771043771,1.0,0.0026109660574412533,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,2.0,1,0.013054830287206266,0.2,18.0,151.0,2.0,0.39425587467362927
2084,6,132,2937.95,22.257196969696967,150947,1143.5378787878788,817.94,0.27840501029629505,677,112,26.23169642857143,2.0,0.015151515151515152,Age Group5,X,Level8,Homeowner,Group5,2,None/Unknown,6.0,2.0,1,0.045454545454545456,0.3333333333333333,18.0,177.0,2.0,1.3409090909090908
2085,0,359,12894.57,35.918022284122564,412750,1149.7214484679666,2914.36,0.2260145161878217,1886,255,50.566941176470586,8.0,0.022284122562674095,Age Group3,X,Level4,Homeowner,Group5,2,None/Unknown,3.0,1.0,1,0.008356545961002786,2.6666666666666665,17.0,139.0,2.0,0.3871866295264624
2086,1,575,6269.54,10.903547826086957,19982,34.751304347826085,973.51,0.15527614466133083,911,374,16.763475935828875,0.0,0.0,Age Group4,X,Level3,Homeowner,Group5,2,None/Unknown,8.0,3.0,0,0.01391304347826087,0.0,19.0,208.0,2.0,0.3617391304347826
2087,7,227,7832.74,34.50546255506608,492857,2171.1762114537446,1818.86,0.23221248247739615,1311,200,39.1637,6.0,0.02643171806167401,Age Group4,Z,Level7,Homeowner,Group6,1,None/Unknown,6.0,2.0,1,0.02643171806167401,1.0,19.0,177.0,2.0,0.7797356828193832
2088,0,109,4905.71,45.00651376146789,3279,30.08256880733945,972.03,0.19814257263474602,984,104,47.17028846153846,2.0,0.01834862385321101,Age Group2,Y,Level4,Unknown,Group3,1,None/Unknown,7.0,2.0,1,0.06422018348623854,0.2857142857142857,17.0,166.0,2.0,1.5229357798165137
2089,17,34,159.96,4.7047058823529415,68,2.0,24.36,0.15228807201800448,23,34,4.7047058823529415,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10.0,3.0,0,0.29411764705882354,0.0,17.0,167.0,2.0,4.911764705882353
2090,14,56,1201.03,21.446964285714284,35842,640.0357142857143,304.83,0.25380714886389183,374,53,22.660943396226415,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,2.0,15.0,2.0,0.26785714285714285
2091,19,15,834.5600000000001,55.63733333333334,343,22.866666666666667,153.51,0.1839412384969325,235,15,55.63733333333334,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,13.0,98.0,2.0,6.533333333333333
2092,152,122,2290.54,18.774918032786886,162402,1331.1639344262296,361.52,0.15783177765941656,436,94,24.36744680851064,0.0,0.0,Age Group3,X,Level1,Homeowner,Group1,3,1,0.0,0.0,0,0.0,0.0,12.0,86.0,2.0,0.7049180327868853
2093,50,19,490.98,25.841052631578947,62652,3297.4736842105262,89.57,0.18243105625483724,98,17,28.881176470588237,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,1.0,0,0.15789473684210525,0.0,14.0,111.0,2.0,5.842105263157895
2094,3,75,3055.52,40.74026666666666,1663,22.173333333333332,691.96,0.22646227156097817,730,73,41.85643835616438,3.0,0.04,Age Group4,X,Level5,Homeowner,Group5,2,None/Unknown,0.0,0.0,1,0.0,0.0,11.0,57.0,2.0,0.76
2095,0,164,3790.49,23.11274390243902,80276,489.4878048780488,500.85,0.13213331257964012,976,111,34.148558558558555,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,2.0,0,0.012195121951219513,0.0,17.0,150.0,2.0,0.9146341463414634
2096,120,26,1301.65,50.06346153846154,618,23.76923076923077,343.75,0.2640878884492759,303,24,54.23541666666667,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9.0,3.0,0,0.34615384615384615,0.0,17.0,162.0,2.0,6.230769230769231
2097,66,202,8823.83,43.68232673267327,692236,3426.910891089109,1862.11,0.211031944178435,730,166,53.155602409638554,0.0,0.0,Age Group3,X,Level2,Homeowner,Group4,5+,3+,0.0,0.0,0,0.0,0.0,9.0,90.0,2.0,0.44554455445544555
2098,79,13,682.46,52.49692307692308,279,21.46153846153846,103.5,0.151657239984761,158,13,52.49692307692308,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.0,2.0,0,0.46153846153846156,0.0,15.0,152.0,2.0,11.692307692307692
2099,15,53,691.3,13.043396226415094,52524,991.0188679245283,81.17,0.11741646173875309,109,48,14.402083333333332,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.018867924528301886,0.0,7.0,77.0,2.0,1.4528301886792452
2100,2,71,3185.31,44.86352112676056,23296,328.11267605633805,1274.55,0.400133738945346,660,57,55.88263157894737,15.0,0.2112676056338028,Age Group6,X,Level4,Homeowner,Group5,2,None/Unknown,1.0,1.0,1,0.014084507042253521,15.0,11.0,64.0,2.0,0.9014084507042254
2101,8,10,420.02,42.001999999999995,170,17.0,59.92,0.1426598733393648,86,10,42.001999999999995,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.4,0.0,13.0,117.0,2.0,11.7
2102,0,106,3619.76,34.14867924528302,1236,11.660377358490566,642.34,0.1774537538400336,542,104,34.80538461538462,0.0,0.0,Age Group5,X,Level10,Homeowner,Group5,2,None/Unknown,0.0,0.0,0,0.0,0.0,7.0,32.0,2.0,0.3018867924528302
2103,6,30,361.01,12.033666666666667,162,5.4,53.69,0.14872164205977673,117,30,12.033666666666667,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,2.0,0,0.1,0.0,15.0,138.0,2.0,4.6
2104,82,29,494.57,17.054137931034482,15575,537.0689655172414,123.37,0.24944901631720487,162,21,23.55095238095238,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,58.0,2.0,2.0
2105,10,35,899.92,25.712,4236,121.02857142857142,179.47,0.1994288381189439,309,27,33.33037037037037,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,11.0,71.0,2.0,2.0285714285714285
2106,219,52,2807.03,53.98134615384616,134928,2594.769230769231,237.1,0.08446650017990544,473,47,59.724042553191495,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,104.0,2.0,2.0
2107,14,87,3409.06,39.18459770114942,1563,17.96551724137931,812.14,0.23822989328436578,575,86,39.64023255813954,0.0,0.0,Age Group3,X,Level6,Homeowner,Group4,5+,3+,0.0,0.0,0,0.0,0.0,19.0,141.0,2.0,1.6206896551724137
2108,3,131,1830.99,13.977022900763359,4324,33.00763358778626,504.74,0.2756650773625197,423,121,15.132148760330578,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.030534351145038167,0.0,14.0,127.0,2.0,0.9694656488549618
2109,2,120,2508.2400000000002,20.902,1231,10.258333333333333,495.24,0.1974452205530571,383,110,22.802181818181822,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,0,0.016666666666666666,0.0,13.0,119.0,2.0,0.9916666666666667
2110,7,222,12470.03,56.171306306306306,284700,1282.4324324324325,954.66,0.07655635150837647,1798,204,61.12759803921569,0.0,0.0,Age Group3,X,Level8,Homeowner,Group5,2,None/Unknown,4.0,2.0,0,0.018018018018018018,0.0,9.0,91.0,2.0,0.4099099099099099
2111,24,123,2590.37,21.05991869918699,122100,992.6829268292682,1632.26,0.6301261981879037,428,114,22.72254385964912,1.0,0.008130081300813009,Age Group4,Y,Level6,Homeowner,Group5,2,None/Unknown,11.0,2.0,1,0.08943089430894309,0.09090909090909091,22.0,212.0,2.0,1.7235772357723578
2112,0,132,5116.15,38.75871212121212,82034,621.469696969697,1689.84,0.33029524153904793,979,106,48.265566037735844,4.0,0.030303030303030304,Age Group4,X,Level4,Homeowner,Group4,5+,3+,5.0,2.0,1,0.03787878787878788,0.8,13.0,112.0,2.0,0.8484848484848485
2113,21,60,1599.08,26.651333333333334,13656,227.6,257.99,0.16133651849813643,484,58,27.570344827586204,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7.0,2.0,0,0.11666666666666667,0.0,17.0,161.0,2.0,2.683333333333333
2114,23,156,3170.28,20.322307692307692,28782,184.5,433.91,0.1368680368926404,519,146,21.714246575342468,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,16.0,129.0,2.0,0.8269230769230769
2115,0,320,14774.86,46.1714375,1976712,6177.225,1497.02,0.10132211066636164,1566,248,59.576048387096776,2.0,0.00625,Age Group3,X,Level9,Homeowner,Group4,5+,3+,5.0,1.0,1,0.015625,0.4,18.0,121.0,2.0,0.378125
2116,3,224,12228.09,54.589687500000004,495774,2213.276785714286,1969.74,0.1610832108693999,2136,185,66.09778378378378,0.0,0.0,Age Group3,X,Level6,Homeowner,Group4,5+,3+,9.0,3.0,0,0.04017857142857143,0.0,19.0,190.0,2.0,0.8482142857142857
2117,4,63,1050.39,16.672857142857143,678,10.761904761904763,274.18,0.26102685669132414,350,62,16.94177419354839,1.0,0.015873015873015872,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7.0,3.0,1,0.1111111111111111,0.14285714285714285,21.0,206.0,2.0,3.2698412698412698
2118,3,29,1107.79,38.19965517241379,24224,835.3103448275862,255.5,0.2306393811101382,291,26,42.60730769230769,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.13793103448275862,0.0,13.0,107.0,2.0,3.689655172413793
2119,7,44,2295.16,52.16272727272727,157304,3575.090909090909,833.96,0.3633559316126109,707,38,60.39894736842105,0.0,0.0,Age Group2,Y,Level5,Homeowner,Group2,1,None/Unknown,0.0,0.0,0,0.0,0.0,10.0,90.0,2.0,2.0454545454545454
2120,14,72,1643.2,22.822222222222223,36411,505.7083333333333,221.81,0.13498661148977603,324,52,31.6,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,12.0,110.0,2.0,1.5277777777777777
2121,1,143,5582.79,39.04048951048951,512254,3582.195804195804,777.4,0.13924937172990565,987,123,45.388536585365856,0.0,0.0,Age Group5,Z,Level4,Homeowner,Group5,2,None/Unknown,0.0,0.0,0,0.0,0.0,9.0,96.0,2.0,0.6713286713286714
2122,0,12,441.84000000000003,36.82,28759,2396.5833333333335,63.35,0.14337769328263625,140,12,36.82,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.3333333333333333,0.0,18.0,189.0,2.0,15.75
2123,1,59,4332.45,73.43135593220339,1833,31.06779661016949,883.69,0.20397004004662492,647,59,73.43135593220339,10.0,0.1694915254237288,Age Group4,Y,Level6,Homeowner,Group5,2,None/Unknown,0.0,0.0,1,0.0,0.0,10.0,59.0,2.0,1.0
